smiles,PySCF_Gap_eV,PySCF_Dipole_Debye,R_global,PySCF_Energy_Eh,PySCF_HOMO_eV,PySCF_LUMO_eV,Calc_Method,pIC50,QED,SA,hERG_Prob,hERG_Risk,R0,R_total,R_ADMET,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2
NC(=O)Cc1ccc(-c2nc(-c3nc(CC(N)=O)cs3)cs2)cc1,4.338,6.822,10.598,-1783.9688740552833,-6.042,-1.704,B3LYP/6-31G*,7.556400000000002,0.7014326075986194,2.388947736116716,0.3633333333333333,False,8.66822153018764,8.888560979055695,0.855,5.212,0.45100000000000007,-1.3071241656161319,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,True,1.0,0.0,True,1.0,0.0,0.0
COc1cc(Cc2ccc(-c3cc(CCC(N)=O)ccn3)cc2)ccn1,5.076,3.866,10.598,-1127.5868603657616,-6.066,-0.989,B3LYP/6-31G*,7.5704000000000065,0.711971789212923,2.2140633356175066,0.4566666666666666,False,8.704979561044716,8.963602252891038,0.817,5.212,0.45100000000000007,-0.2033968953361489,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.598
NC(=O)CCc1ccc(-c2cc(C(F)F)ccn2)cc1C(F)F,4.968,3.984,10.589,-1202.2185585782063,-6.448,-1.479,B3LYP/6-31G*,7.538500000000004,0.8145476631858902,2.685161750995812,0.42,False,8.677257656493367,8.924808917331541,0.832,5.212,0.45100000000000007,-0.3649179592795606,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.589
C#CCc1ccc(-c2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1CC(N)=O,4.302,6.191,10.587,-1562.6223711020857,-5.999,-1.698,B3LYP/6-31G*,7.631500000000006,0.6078279309541988,2.631565285655848,0.39,False,8.672257436911522,8.898750515193148,0.844,5.212,0.45100000000000007,-1.3609645202639367,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.6650161458212993,0.3349838541787007,False,1.0,0.3349838541787007,3.546474064189904
NC(=O)CCCc1ccnc(CCc2ccnc(CC(N)=O)c2)c1,5.597,5.762,10.583,-1068.6435866434667,-6.367,-0.77,B3LYP/6-31G*,7.557100000000004,0.7181441659429577,2.449821944261512,0.46,False,8.671189888545332,8.951429455123257,0.816,5.212,0.45100000000000007,0.5757926816501279,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.2955866520597747,0.7044133479402253,False,1.0,0.7044133479402253,7.454806461251404
NC(=O)Cc1cc(-c2cc(C=O)ccn2)ccc1Cc1cc(C=O)ccn1,3.478,4.286,10.575,-1200.3775669368338,-6.173,-2.695,B3LYP/6-31G*,7.618200000000002,0.6525109169960943,2.7490458419579014,0.32,False,8.66955087430226,8.831096513274604,0.872,5.212,0.45100000000000007,-2.5933104155358957,False,0.5466552077679478,0.45334479223205215,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,0.45334479223205215,4.794121177853951
COc1ccnc(Cc2ccnc(Cc3ccnc(OC)c3)c2)c1,5.317,4.16,10.568,-1050.1351304074394,-6.147,-0.83,B3LYP/6-31G*,7.567300000000006,0.6981761328818961,2.4089991776163906,0.4898301795245027,False,8.675488148679314,8.960104025216692,0.804,5.212,0.45100000000000007,0.15703436772276255,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.568
CCCN(CCC)c1nc(OC)c(-c2cc(OC)cc(OC)c2O)s1,4.564,4.272,10.562,-1510.0855618372725,-4.705,-0.142,B3LYP/6-31G*,7.62010000000001,0.7185756270830155,2.751469296377312,0.4866666666666667,False,8.704240883903786,8.951327561979939,0.805,5.212,0.45100000000000007,-0.969126383660473,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.562
COc1ccc(C(=O)c2cncnc2)cc1-c1ccc(C)cc1,4.131,4.664,10.549,-993.5751589855765,-6.114,-1.983,B3LYP/6-31G*,7.5789000000000115,0.6897676018069856,2.004525786959848,0.4133333333333333,False,8.675521149909873,8.879680159254638,0.835,5.212,0.45100000000000007,-1.6167062048410052,False,0.05835310242050262,0.9416468975794974,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,0.9416468975794974,9.933433122566118
COCC(=O)C1CCN(C(=O)N2CCN(C3CCN(C(=O)OC)CC3)CC2)CC1,4.621,3.684,10.541,-1377.6958362339324,-5.549,-0.928,B3LYP/6-31G*,7.6033000000000035,0.6844133629778668,2.5383095744292934,0.4233333333333333,False,8.691675724046007,8.880137895106529,0.831,5.212,0.45100000000000007,-0.8838791554681159,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.541
O=C(c1ccc(F)cc1)c1ccc([C@@H]2CCS(=O)(=O)C2)cc1,4.849,2.957,10.523,-1380.4578110182447,-6.681,-1.833,B3LYP/6-31G*,7.527100000000008,0.8176555826667907,2.4770271725229893,0.4866666666666667,False,8.68769318338514,8.912557395922812,0.805,5.212,0.45100000000000007,-0.5428902426986905,False,0.0,1.0,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,1.0,10.523
COCc1nc(-c2ccc(-c3nc(OC)cs3)cc2)cs1,3.845,2.888,10.497,-1636.2958350894455,-5.452,-1.608,B3LYP/6-31G*,7.564600000000004,0.7105603129366123,2.413036306434691,0.4949150897622513,False,8.678079263700653,8.892436446075791,0.802,5.212,0.45100000000000007,-2.0444379112096707,False,0.27221895560483533,0.7277810443951647,4.2735,1.0585,6.58,5.418749999999999,6.58,False,0.0,1.0,False,1.0,0.7277810443951647,7.639517623016044
